country_id,country_name,area_id,name,level,name 2,new_id_assigned,new_name,Latitude,Longitude,Edits,Level
31.0,Afghanistan,8.0,Ghazni,1.0,Afghanistan,,Ghazni,,,,1.0
31.0,Afghanistan,9.0,Ghor,1.0,Afghanistan,,Ghor,,,,1.0
31.0,Afghanistan,3551.0,Helmand,1.0,Afghanistan,,Helmand,,,,1.0
31.0,Afghanistan,3552.0,Herat,1.0,Afghanistan,,Herat,,,,1.0
31.0,Afghanistan,10.0,Hilmand,1.0,Afghanistan,3551.0,,,,Delete,1.0
31.0,Afghanistan,11.0,Hirat,1.0,Afghanistan,,,,,Delete,1.0
31.0,Afghanistan,12.0,Jawzjan,1.0,Afghanistan,,,,,Delete,1.0
31.0,Afghanistan,3553.0,Jowzjan,1.0,Afghanistan,,Jowzjan,,,,1.0
31.0,Afghanistan,13.0,Kabul,1.0,Afghanistan,,Kabul,,,,1.0
31.0,Afghanistan,14.0,Kandahar,1.0,Afghanistan,,Kandahar,,,,1.0
31.0,Afghanistan,15.0,Kapisa,1.0,Afghanistan,,Kapisa,,,,1.0
31.0,Afghanistan,16.0,Khost,1.0,Afghanistan,,Khost,,,,1.0
31.0,Afghanistan,17.0,Kunar,1.0,Afghanistan,,Kunar,,,,1.0
31.0,Afghanistan,18.0,Kunduz,1.0,Afghanistan,,Kunduz,,,,1.0
31.0,Afghanistan,19.0,Laghman,1.0,Afghanistan,,Laghman,,,,1.0
31.0,Afghanistan,20.0,Logar,1.0,Afghanistan,,Logar,,,,1.0
31.0,Afghanistan,21.0,Nangarhar,1.0,Afghanistan,,Nangarhar,,,,1.0
31.0,Afghanistan,22.0,Nimroz,1.0,Afghanistan,,Nimroz,,,,1.0
31.0,Afghanistan,23.0,Nuristan,1.0,Afghanistan,,Nuristan,,,,1.0
31.0,Afghanistan,3554.0,Paktia,1.0,Afghanistan,3554.0,Paktiya,,,Change,1.0
31.0,Afghanistan,24.0,Paktika,1.0,Afghanistan,,Paktika,,,,1.0
31.0,Afghanistan,25.0,Paktya,1.0,Afghanistan,,,,,Delete,1.0
31.0,Afghanistan,3555.0,Panjshir,1.0,Afghanistan,,Panjshir,,,,1.0
31.0,Afghanistan,26.0,Parwan,1.0,Afghanistan,,Parwan,,,,1.0
31.0,Afghanistan,27.0,Samangan,1.0,Afghanistan,,Samangan,,,,1.0
31.0,Afghanistan,3556.0,Sar-e Pol,1.0,Afghanistan,3556.0,Sar-e Pul,,,Change,1.0
31.0,Afghanistan,28.0,Sari Pul,1.0,Afghanistan,,,,,Delete,1.0
31.0,Afghanistan,29.0,Takhar,1.0,Afghanistan,,Takhar,,,,1.0
31.0,Afghanistan,30.0,Uruzgan,1.0,Afghanistan,,Uruzgan,,,,1.0
31.0,Afghanistan,31.0,Wardak,1.0,Afghanistan,,Wardak,,,,1.0
31.0,Afghanistan,32.0,Zabul,1.0,Afghanistan,,Zabul,,,,1.0
4.0,Albania,67.0,Berat,1.0,Albania,,Berat,,,,1.0
4.0,Albania,68.0,DibÃ«r,1.0,Albania,68.0,Diber,,,Change,1.0
4.0,Albania,69.0,DurrÃ«s,1.0,Albania,69.0,Durres,,,Change,1.0
4.0,Albania,70.0,Elbasan,1.0,Albania,,Elbasan,,,,1.0
4.0,Albania,71.0,Fier,1.0,Albania,,Fier,,,,1.0
4.0,Albania,72.0,GjirokastÃ«r,1.0,Albania,72.0,Gjirokaster,,,Change,1.0
4.0,Albania,73.0,KorÃ§Ã«,1.0,Albania,73.0,Korce,,,Change,1.0
4.0,Albania,3560.0,KorÃ§e,1.0,Albania,73.0,,,,Delete,1.0
4.0,Albania,74.0,KukÃ«s,1.0,Albania,74.0,Kikes,,,Change,1.0
4.0,Albania,75.0,LezhÃ«,1.0,Albania,75.0,Lezhe,,,Change,1.0
4.0,Albania,76.0,ShkodÃ«r,1.0,Albania,76.0,Shkoder,,,Change,1.0
4.0,Albania,77.0,TiranÃ«,1.0,Albania,77.0,Tirane,,,Change,1.0
4.0,Albania,78.0,VlorÃ«,1.0,Albania,78.0,Vlore,,,Change,1.0
2.0,Algeria,868.0,AÃ¯n Defla,1.0,Algeria,868.0,Ain Defla,,,Change,1.0
2.0,Algeria,867.0,AÃ¯n TÃ©mouchent,1.0,Algeria,867.0,Ain Temouchent,,,Change,1.0
2.0,Algeria,869.0,Adrar,1.0,Algeria,,Adrar,,,,1.0
2.0,Algeria,866.0,Alger,1.0,Algeria,,Alger,,,,1.0
2.0,Algeria,865.0,Annaba,1.0,Algeria,,Annaba,,,,1.0
2.0,Algeria,863.0,BÃ©char,1.0,Algeria,863.0,Bechar,,,Change,1.0
2.0,Algeria,862.0,BÃ©jaÃ¯a,1.0,Algeria,862.0,Bejaia,,,Change,1.0
2.0,Algeria,864.0,Batna,1.0,Algeria,,Batna,,,,1.0
2.0,Algeria,861.0,Biskra,1.0,Algeria,,Biskra,,,,1.0
2.0,Algeria,860.0,Blida,1.0,Algeria,,Blida,,,,1.0
2.0,Algeria,854.0,Bordj Bou ArrÃ©ridj,1.0,Algeria,854.0,Bordj Bou Arreridj,,,Change,1.0
2.0,Algeria,853.0,Bouira,1.0,Algeria,,Bouira,,,,1.0
2.0,Algeria,852.0,BoumerdÃ¨s,1.0,Algeria,852.0,Boumerdes,,,Change,1.0
2.0,Algeria,851.0,Chlef,1.0,Algeria,,Chlef,,,,1.0
2.0,Algeria,850.0,Constantine,1.0,Algeria,,Constantine,,,,1.0
2.0,Algeria,849.0,Djelfa,1.0,Algeria,,Djelfa,,,,1.0
2.0,Algeria,848.0,El Bayadh,1.0,Algeria,,El Bayadh,,,,1.0
2.0,Algeria,847.0,El Oued,1.0,Algeria,,El Oued,,,,1.0
2.0,Algeria,870.0,El Tarf,1.0,Algeria,,El Tarf,,,,1.0
2.0,Algeria,859.0,GhardaÃ¯a,1.0,Algeria,859.0,Ghardaia,,,Change,1.0
2.0,Algeria,858.0,Guelma,1.0,Algeria,,Guelma,,,,1.0
2.0,Algeria,857.0,Illizi,1.0,Algeria,,Illizi,,,,1.0
2.0,Algeria,856.0,Jijel,1.0,Algeria,,Jijel,,,,1.0
2.0,Algeria,831.0,Khenchela,1.0,Algeria,,Khenchela,,,,1.0
2.0,Algeria,877.0,Laghouat,1.0,Algeria,,Laghouat,,,,1.0
2.0,Algeria,874.0,MÃ©dÃ©a,1.0,Algeria,874.0,Medea,,,Change,1.0
2.0,Algeria,875.0,Mascara,1.0,Algeria,,Mascara,,,,1.0
2.0,Algeria,871.0,Mila,1.0,Algeria,,Mila,,,,1.0
2.0,Algeria,855.0,Mostaganem,1.0,Algeria,,Mostaganem,,,,1.0
2.0,Algeria,846.0,M'Sila,1.0,Algeria,,M'Sila,,,,1.0
2.0,Algeria,845.0,NaÃ¢ma,1.0,Algeria,845.0,Naama,,,Change,1.0
2.0,Algeria,841.0,Oran,1.0,Algeria,,Oran,,,,1.0
2.0,Algeria,840.0,Ouargla,1.0,Algeria,,Ouargla,,,,1.0
2.0,Algeria,839.0,Oum el Bouaghi,1.0,Algeria,,Oum el Bouaghi,,,,1.0
2.0,Algeria,838.0,Relizane,1.0,Algeria,,Relizane,,,,1.0
2.0,Algeria,836.0,SÃ©tif,1.0,Algeria,836.0,Setif,,,Change,1.0
2.0,Algeria,837.0,SaÃ¯da,1.0,Algeria,837.0,Saida,,,Change,1.0
2.0,Algeria,835.0,Sidi Bel AbbÃ¨s,1.0,Algeria,835.0,Sidi Bel Abbes,,,Change,1.0
2.0,Algeria,830.0,Skikda,1.0,Algeria,,Skikda,,,,1.0
2.0,Algeria,832.0,Souk Ahras,1.0,Algeria,,Souk Ahras,,,,1.0
2.0,Algeria,844.0,TÃ©bessa,1.0,Algeria,844.0,Tebessa,,,Change,1.0
2.0,Algeria,843.0,Tamanghasset,1.0,Algeria,,Tamanghasset,,,,1.0
2.0,Algeria,872.0,Tiaret,1.0,Algeria,,Tiaret,,,,1.0
2.0,Algeria,873.0,Tindouf,1.0,Algeria,,Tindouf,,,,1.0
2.0,Algeria,876.0,Tipaza,1.0,Algeria,,Tipaza,,,,1.0
2.0,Algeria,833.0,Tissemsilt,1.0,Algeria,,Tissemsilt,,,,1.0
2.0,Algeria,834.0,Tizi Ouzou,1.0,Algeria,,Tizi Ouzou,,,,1.0
2.0,Algeria,842.0,Tlemcen,1.0,Algeria,,Tlemcen,,,,1.0
,,137.0,Eastern,1.0,American Samoa,,,,,Delete,1.0
,,136.0,Manu'a,1.0,American Samoa,,,,,Delete,1.0
,,135.0,Unorganized,1.0,American Samoa,,,,,Delete,1.0
,,138.0,Western,1.0,American Samoa,,,,,Delete,1.0
140.0,Andorra,84.0,Andorra la Vella,1.0,Andorra,,Andorra la Vella,,,,1.0
140.0,Andorra,85.0,Canillo,1.0,Andorra,,Canillo,,,,1.0
140.0,Andorra,79.0,Encamp,1.0,Andorra,,Encamp,,,,1.0
140.0,Andorra,80.0,Escaldes-Engordany,1.0,Andorra,,Escaldes-Engordany,,,,1.0
140.0,Andorra,83.0,La Massana,1.0,Andorra,,La Massana,,,,1.0
140.0,Andorra,81.0,Ordino,1.0,Andorra,,Ordino,,,,1.0
140.0,Andorra,3561.0,Sant JuliÃ  de LÃ²ria,1.0,Andorra,82.0,,,,Delete,1.0
140.0,Andorra,82.0,Sant JuliÃ Â  de LÃ²ria,1.0,Andorra,,Sant Julia de Loria,,,Change,1.0
6.0,Angola,33.0,Bengo,1.0,Angola,,Bengo,,,,1.0
6.0,Angola,34.0,Benguela,1.0,Angola,,Benguela,,,,1.0
6.0,Angola,3557.0,Benguela,1.0,Angola,,,,,Delete,1.0
6.0,Angola,35.0,BiÃ©,1.0,Angola,35.0,Bie,,,Change,1.0
6.0,Angola,36.0,Cabinda,1.0,Angola,,Cabinda,,,,1.0
6.0,Angola,37.0,Cuando Cubango,1.0,Angola,,Cuando Cubango,,,,1.0
6.0,Angola,3558.0,Cuando-Cubango,1.0,Angola,,,,,Delete,1.0
6.0,Angola,38.0,Cuanza Norte,1.0,Angola,,Cuanza Norte,,,,1.0
6.0,Angola,39.0,Cuanza Sul,1.0,Angola,,Cuanza Sul,,,,1.0
6.0,Angola,40.0,Cunene,1.0,Angola,,Cunene,,,,1.0
6.0,Angola,42.0,HuÃ­la,1.0,Angola,42.0,Huila,,,Change,1.0
6.0,Angola,41.0,Huambo,1.0,Angola,,Huambo,,,,1.0
6.0,Angola,43.0,Luanda,1.0,Angola,,Luanda,,,,1.0
6.0,Angola,44.0,Lunda Norte,1.0,Angola,,Lunda Norte,,,,1.0
6.0,Angola,45.0,Lunda Sul,1.0,Angola,,Lunda Sul,,,,1.0
6.0,Angola,3559.0,Malange,1.0,Angola,,,,,Delete,1.0
6.0,Angola,46.0,Malanje,1.0,Angola,,Malanje,,,,1.0
6.0,Angola,47.0,Moxico,1.0,Angola,,Moxico,,,,1.0
6.0,Angola,48.0,Namibe,1.0,Angola,,Namibe,,,,1.0
6.0,Angola,49.0,UÃ­ge,1.0,Angola,49.0,Uige,,,Change,1.0
6.0,Angola,50.0,Zaire,1.0,Angola,,Zaire,,,,1.0
1.0,Antigua and Barbuda,148.0,Barbuda,1.0,Antigua and Barbuda,,Barbuda,,,,1.0
1.0,Antigua and Barbuda,147.0,Redonda,1.0,Antigua and Barbuda,,Redonda,,,,1.0
1.0,Antigua and Barbuda,146.0,Saint George,1.0,Antigua and Barbuda,,Saint George,,,,1.0
1.0,Antigua and Barbuda,145.0,Saint John,1.0,Antigua and Barbuda,,Saint John,,,,1.0
1.0,Antigua and Barbuda,144.0,Saint Mary,1.0,Antigua and Barbuda,,Saint Mary,,,,1.0
1.0,Antigua and Barbuda,150.0,Saint Paul,1.0,Antigua and Barbuda,,Saint Paul,,,,1.0
1.0,Antigua and Barbuda,143.0,Saint Peter,1.0,Antigua and Barbuda,,Saint Peter,,,,1.0
1.0,Antigua and Barbuda,149.0,Saint Philip,1.0,Antigua and Barbuda,,Saint Philip,,,,1.0
8.0,Argentina,115.0,Buenos Aires,1.0,Argentina,,Buenos Aires,,,,1.0
8.0,Argentina,105.0,CÃ³rdoba,1.0,Argentina,105.0,Cordoba,,,Change,1.0
8.0,Argentina,114.0,Catamarca,1.0,Argentina,,Catamarca,,,,1.0
8.0,Argentina,113.0,Chaco,1.0,Argentina,,Chaco,,,,1.0
8.0,Argentina,112.0,Chubut,1.0,Argentina,,Chubut,,,,1.0
8.0,Argentina,111.0,Ciudad de Buenos Aires,1.0,Argentina,111.0,Buenos Aires Capital Federal,,,Change,1.0
8.0,Argentina,104.0,Corrientes,1.0,Argentina,,Corrientes,,,,1.0
8.0,Argentina,103.0,Entre RÃ­os,1.0,Argentina,103.0,Entre Rios,,,Change,1.0
8.0,Argentina,119.0,Formosa,1.0,Argentina,,Formosa,,,,1.0
8.0,Argentina,116.0,Jujuy,1.0,Argentina,,Jujuy,,,,1.0
8.0,Argentina,117.0,La Pampa,1.0,Argentina,,La Pampa,,,,1.0
8.0,Argentina,118.0,La Rioja,1.0,Argentina,,La Rioja,,,,1.0
8.0,Argentina,100.0,Mendoza,1.0,Argentina,,Mendoza,,,,1.0
8.0,Argentina,101.0,Misiones,1.0,Argentina,,Misiones,,,,1.0
8.0,Argentina,102.0,NeuquÃ©n,1.0,Argentina,102.0,Neuquen,,,Change,1.0
8.0,Argentina,106.0,RÃ­o Negro,1.0,Argentina,106.0,Rio Negro,,,Change,1.0
8.0,Argentina,107.0,Salta,1.0,Argentina,,Salta,,,,1.0
8.0,Argentina,108.0,San Juan,1.0,Argentina,,San Juan,,,,1.0
8.0,Argentina,109.0,San Luis,1.0,Argentina,,San Luis,,,,1.0
8.0,Argentina,110.0,Santa Cruz,1.0,Argentina,,Santa Cruz,,,,1.0
8.0,Argentina,99.0,Santa Fe,1.0,Argentina,,Santa Fe,,,,1.0
8.0,Argentina,120.0,Santiago del Estero,1.0,Argentina,,Santiago del Estero,,,,1.0
8.0,Argentina,121.0,Tierra del Fuego,1.0,Argentina,,Tierra del Fuego,,,,1.0
8.0,Argentina,122.0,TucumÃ¡n,1.0,Argentina,122.0,Tucuman,,,Change,1.0
5.0,Armenia,123.0,Aragatsotn,1.0,Armenia,123.0,Aragatsotn,,,Change,1.0
5.0,Armenia,124.0,Ararat,1.0,Armenia,,Ararat,,,,1.0
5.0,Armenia,125.0,Armavir,1.0,Armenia,,Armavir,,,,1.0
5.0,Armenia,126.0,Erevan,1.0,Armenia,,,,,Delete,1.0
5.0,Armenia,127.0,Gegharkunik,1.0,Armenia,,Gegharkunik,,,,1.0
5.0,Armenia,3562.0,Geghark'unki',1.0,Armenia,127.0,,,,Delete,1.0
5.0,Armenia,128.0,Kotayk,1.0,Armenia,,Kotayk,,,,1.0
5.0,Armenia,3563.0,Kotayk',1.0,Armenia,128.0,,,,Delete,1.0
5.0,Armenia,129.0,Lake Sevan,1.0,Armenia,,,,,Delete,1.0
5.0,Armenia,130.0,Lori,1.0,Armenia,,Lori,,,,1.0
5.0,Armenia,3564.0,Lorri,1.0,Armenia,130.0,,,,Delete,1.0
5.0,Armenia,131.0,Shirak,1.0,Armenia,,Shirak,,,,1.0
5.0,Armenia,132.0,Syunik,1.0,Armenia,,Syunik,,,,1.0
5.0,Armenia,3565.0,Syunik',1.0,Armenia,132.0,,,,Delete,1.0
5.0,Armenia,133.0,Tavush,1.0,Armenia,,Tavush,,,,1.0
5.0,Armenia,134.0,Vayots Dzor,1.0,Armenia,,Vayots Dzor,,,,1.0
5.0,Armenia,3566.0,Vayots' Dzor,1.0,Armenia,134.0,,,,Delete,1.0
5.0,Armenia,3567.0,Yerevan,1.0,Armenia,,Yerevan,,,,1.0
9.0,Australia,152.0,Ashmore and Cartier Islands,1.0,Australia,,Ashmore and Cartier Islands,,,,1.0
9.0,Australia,153.0,Australian Capital Territory,1.0,Australia,,Australian Capital Territory,,,,1.0
9.0,Australia,154.0,Coral Sea Islands,1.0,Australia,,,,,Delete,1.0
9.0,Australia,155.0,New South Wales,1.0,Australia,,New South Wales,,,,1.0
9.0,Australia,156.0,Northern Territory,1.0,Australia,,Northern Territory,,,,1.0
9.0,Australia,151.0,Queensland,1.0,Australia,,Queensland,,,,1.0
9.0,Australia,157.0,South Australia,1.0,Australia,,South Australia,,,,1.0
9.0,Australia,158.0,Tasmania,1.0,Australia,,Tasmania,,,,1.0
9.0,Australia,159.0,Unknown1,1.0,Australia,,,,,Delete,1.0
9.0,Australia,160.0,Victoria,1.0,Australia,,Victoria,,,,1.0
9.0,Australia,161.0,Western Australia,1.0,Australia,,Western Australia,,,,1.0
9.0,Australia,,,,Australia,10000.0,Christmas Island,-10.447525,105.690449,Add,1.0
9.0,Australia,,,,Australia,10001.0,Cocos (Keeling) Islands,-12.172936,96.868917,Add,1.0
9.0,Australia,,,,Australia,10002.0,Norfolk Island,-29.040835,167.954712,Add,1.0
57.0,Austria,165.0,Burgenland,1.0,Austria,,Burgenland,,,,1.0
57.0,Austria,166.0,KÃ¤rnten,1.0,Austria,166.0,Carinthia,,,Change,1.0
57.0,Austria,167.0,NiederÃ¶sterreich,1.0,Austria,167.0,Lower Austria,,,Change,1.0
57.0,Austria,169.0,OberÃ¶sterreich,1.0,Austria,169.0,Upper Austria,,,Change,1.0
57.0,Austria,170.0,Salzburg,1.0,Austria,,Salzburg,,,,1.0
57.0,Austria,162.0,Steiermark,1.0,Austria,162.0,Styria,,,Change,1.0
57.0,Austria,163.0,Tirol,1.0,Austria,163.0,Tyrol,,,Change,1.0
57.0,Austria,164.0,Vorarlberg,1.0,Austria,,Vorarlberg,,,,1.0
57.0,Austria,168.0,Wien,1.0,Austria,168.0,Vienna,,,Change,1.0
3.0,Azerbaijan,192.0,?li Bayramli,1.0,Azerbaijan,,,,,Delete,1.0
3.0,Azerbaijan,221.0,Abseron,1.0,Azerbaijan,,Abseron,,,,1.0
3.0,Azerbaijan,213.0,Agcab?di,1.0,Azerbaijan,3569.0,,,,Delete,1.0
3.0,Azerbaijan,3569.0,AgcabAdi,1.0,Azerbaijan,,Agcabadi,,,Change,1.0
3.0,Azerbaijan,233.0,Agdam,1.0,Azerbaijan,,Agdam,,,,1.0
3.0,Azerbaijan,198.0,Agdas,1.0,Azerbaijan,,Agdas,,,,1.0
3.0,Azerbaijan,204.0,Agstafa,1.0,Azerbaijan,,Agstafa,,,,1.0
3.0,Azerbaijan,226.0,Agsu,1.0,Azerbaijan,,Agsu,,,,1.0
3.0,Azerbaijan,3568.0,Ali Bayramli,1.0,Azerbaijan,3568.0,Ali Bayramli Sahari,,,Change,1.0
3.0,Azerbaijan,231.0,Astara,1.0,Azerbaijan,,Astara,,,,1.0
3.0,Azerbaijan,211.0,B?rd?,1.0,Azerbaijan,,,,,Delete,1.0
3.0,Azerbaijan,216.0,Bab?k,1.0,Azerbaijan,,,,,Delete,1.0
3.0,Azerbaijan,3571.0,BabAk,1.0,Azerbaijan,,,,,Delete,1.0
3.0,Azerbaijan,214.0,Baki,1.0,Azerbaijan,214.0,Baki Sahari,,,Change,1.0
3.0,Azerbaijan,212.0,Balak?n,1.0,Azerbaijan,,,,,Delete,1.0
3.0,Azerbaijan,3572.0,BalakAn,1.0,Azerbaijan,3572.0,Balakan,,,Change,1.0
3.0,Azerbaijan,3570.0,BArdA,1.0,Azerbaijan,3570.0,Barda,,,Change,1.0
3.0,Azerbaijan,205.0,Beyl?qan,1.0,Azerbaijan,,,,,Delete,1.0
3.0,Azerbaijan,3573.0,Beylaqan,1.0,Azerbaijan,,Beylaqan,,,,1.0
3.0,Azerbaijan,201.0,Bil?suvar,1.0,Azerbaijan,,,,,Delete,1.0
3.0,Azerbaijan,3574.0,Bilasuvar,1.0,Azerbaijan,,Bilasuvar,,,,1.0
3.0,Azerbaijan,210.0,C?brayil,1.0,Azerbaijan,210.0,Cabrayil,,,Change,1.0
3.0,Azerbaijan,199.0,C?lilabad,1.0,Azerbaijan,,,,,Delete,1.0
3.0,Azerbaijan,3575.0,Cabrayil,1.0,Azerbaijan,,,,,Delete,1.0
3.0,Azerbaijan,3576.0,Calilabad,1.0,Azerbaijan,,Calilabad,,,,1.0
3.0,Azerbaijan,195.0,Culfa,1.0,Azerbaijan,,,,,Delete,1.0
3.0,Azerbaijan,193.0,D?v?Ã§i,1.0,Azerbaijan,,,,,Delete,1.0
3.0,Azerbaijan,194.0,Dask?s?n,1.0,Azerbaijan,,,,,Delete,1.0
3.0,Azerbaijan,3578.0,Daskasan,1.0,Azerbaijan,,Daskasan,,,,1.0
3.0,Azerbaijan,3577.0,DavaÃ§i,1.0,Azerbaijan,3577.0,Davaci,,,Change,1.0
3.0,Azerbaijan,191.0,FÃ¼zuli,1.0,Azerbaijan,191.0,Fuzuli,,,Change,1.0
3.0,Azerbaijan,183.0,G?d?b?y,1.0,Azerbaijan,,,,,Delete,1.0
3.0,Azerbaijan,182.0,G?nc?,1.0,Azerbaijan,,,,,Delete,1.0
3.0,Azerbaijan,186.0,GÃ¶yÃ§ay,1.0,Azerbaijan,,,,,Delete,1.0
3.0,Azerbaijan,3579.0,Gadabay,1.0,Azerbaijan,,Gadabay,,,,1.0
3.0,Azerbaijan,3580.0,Ganca,1.0,Azerbaijan,3580.0,Ganca Sahari,,,Change,1.0
3.0,Azerbaijan,179.0,Goranboy,1.0,Azerbaijan,,Goranboy,,,,1.0
3.0,Azerbaijan,,,,Azerbaijan,10003.0,Goycay,40.583333,47.833333,Add,1.0
3.0,Azerbaijan,178.0,Haciqabul,1.0,Azerbaijan,,Haciqabul,,,,1.0
3.0,Azerbaijan,232.0,Imisli,1.0,Azerbaijan,,Imisli,,,,1.0
3.0,Azerbaijan,230.0,Ismayilli,1.0,Azerbaijan,,Ismayilli,,,,1.0
3.0,Azerbaijan,229.0,K?lb?c?r,1.0,Azerbaijan,,,,,Delete,1.0
3.0,Azerbaijan,228.0,KÃ¼rd?mir,1.0,Azerbaijan,,,,,Delete,1.0
3.0,Azerbaijan,3582.0,KÃ¼rdamir,1.0,Azerbaijan,3582.0,Kurdamir,,,Change,1.0
3.0,Azerbaijan,3581.0,Kalbacar,1.0,Azerbaijan,,Kalbacar,,,,1.0
3.0,Azerbaijan,,,,Azerbaijan,10004.0,Lacin,39.666667,46.416667,Add,1.0
3.0,Azerbaijan,224.0,L?nk?ran,1.0,Azerbaijan,,,,,Delete,1.0
3.0,Azerbaijan,3583.0,Lankaran,1.0,Azerbaijan,,Lankaran,,,,1.0
3.0,Azerbaijan,,,,Azerbaijan,10005.0,Lankaran Sahari,38.916667,48.916667,Add,1.0
3.0,Azerbaijan,223.0,Lerik,1.0,Azerbaijan,,Lerik,,,,1.0
3.0,Azerbaijan,227.0,Masalli,1.0,Azerbaijan,,Masalli,,,,1.0
3.0,Azerbaijan,181.0,Ming?Ã§evir,1.0,Azerbaijan,,,,,Delete,1.0
3.0,Azerbaijan,3584.0,MingaÃ§evir,1.0,Azerbaijan,3584.0,Mingacevir Sahari,,,Change,1.0
3.0,Azerbaijan,180.0,NaxÃ§ivan,1.0,Azerbaijan,180.0,Naxcivan Muxtar,,,Change,1.0
3.0,Azerbaijan,,,,Azerbaijan,10006.0,Naftalan Sahari,40.483333,46.716667,Add,1.0
3.0,Azerbaijan,234.0,NeftÃ§ala,1.0,Azerbaijan,234.0,Neftcala,,,Change,1.0
3.0,Azerbaijan,197.0,Oguz,1.0,Azerbaijan,,Oguz,,,,1.0
3.0,Azerbaijan,203.0,Ordubad,1.0,Azerbaijan,,,,,Delete,1.0
3.0,Azerbaijan,237.0,Q?b?l?,1.0,Azerbaijan,,,,,Delete,1.0
3.0,Azerbaijan,3585.0,Qabala,1.0,Azerbaijan,,Qabala,,,,1.0
3.0,Azerbaijan,235.0,Qax,1.0,Azerbaijan,,Qax,,,,1.0
3.0,Azerbaijan,207.0,Qazax,1.0,Azerbaijan,,Qazax,,,,1.0
3.0,Azerbaijan,240.0,Qobustan,1.0,Azerbaijan,,Qobustan,,,,1.0
3.0,Azerbaijan,188.0,Quba,1.0,Azerbaijan,,Quba,,,,1.0
3.0,Azerbaijan,220.0,Qubadli,1.0,Azerbaijan,,Qubadli,,,,1.0
3.0,Azerbaijan,219.0,Qusar,1.0,Azerbaijan,,Qusar,,,,1.0
3.0,Azerbaijan,200.0,S?d?r?k,1.0,Azerbaijan,,,,,Delete,1.0
3.0,Azerbaijan,,,,Azerbaijan,10007.0,Saki Sahari,41.183333,47.166667,Add,1.0
3.0,Azerbaijan,196.0,S?ki,1.0,Azerbaijan,,,,,Delete,1.0
3.0,Azerbaijan,190.0,S?mkir,1.0,Azerbaijan,,,,,Delete,1.0
3.0,Azerbaijan,187.0,S?rur,1.0,Azerbaijan,,,,,Delete,1.0
3.0,Azerbaijan,218.0,Saatli,1.0,Azerbaijan,,Saatli,,,,1.0
3.0,Azerbaijan,209.0,Sabirabad,1.0,Azerbaijan,,Sabirabad,,,,1.0
3.0,Azerbaijan,3586.0,Sadarak,1.0,Azerbaijan,,,,,Delete,1.0
3.0,Azerbaijan,217.0,Sahbuz,1.0,Azerbaijan,,,,,Delete,1.0
3.0,Azerbaijan,3587.0,Saki,1.0,Azerbaijan,,Saki,,,,1.0
3.0,Azerbaijan,208.0,Salyan,1.0,Azerbaijan,,Salyan,,,,1.0
3.0,Azerbaijan,206.0,Samaxi,1.0,Azerbaijan,,Samaxi,,,,1.0
3.0,Azerbaijan,3588.0,Samkir,1.0,Azerbaijan,,Samkir,,,,1.0
3.0,Azerbaijan,202.0,Samux,1.0,Azerbaijan,,Samux,,,,1.0
3.0,Azerbaijan,3589.0,Sarur,1.0,Azerbaijan,,,,,Delete,1.0
3.0,Azerbaijan,238.0,Siy?z?n,1.0,Azerbaijan,,,,,Delete,1.0
